img_path,type,severity,description
surgical_wounds_47.png,Surgical,Moderate,The wound is approximately 2 cm in diameter. There is a central area of necrosis surrounded by erythema. The wound has signs of tissue breakdown and potential infection.
pressure_wounds_295.png,Pressure,Moderate,"The wound is a puncture injury with a small, deep hole in the skin. The surrounding area is slightly reddened, indicating some inflammation. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
diabetic_wounds_88.png,Diabetic,Severe,The wound is deep with tissue loss and exposed bone. The surrounding skin is erythematous and there is evidence of infection with yellowish exudate. The wound is large and extends into the subcutaneous tissue.
bruises_88.png,Bruises,Mild,"The image shows multiple wounds on the skin, characterized by a dark purple discoloration. The wounds appear to be localized and do not show signs of significant swelling or bleeding. There is no visible infection, and the surrounding skin appears intact."
venous_wounds_7.png,Venous,Severe,"The wound appears to be a large, irregularly shaped area of necrotic tissue. The surrounding skin is erythematous and there is evidence of tissue breakdown and potential infection."
diabetic_wounds_397.png,Diabetic,Severe,The wound has a charred appearance with blistered skin and exposed underlying tissue. The surrounding skin is red and swollen. There is a risk of infection.
normal_63.png,Normal,Mild,The skin is intact and free of visible signs of injury or irritation. The skin maintains normal hydration and elasticity.
pressure_wounds_495.png,Pressure,Moderate,"A linear wound is present on the lower abdomen, approximately 2 cm long, with visible bleeding and surrounding erythema. The edges appear irregular and slightly elevated."
burns_52.png,Burn,Severe,"The wound is 5 cm by 8 cm and extends to the underlying muscle. The wound edges are well defined and there is no evidence of adherence. There is a small amount of clear, serous exudate and no evidence of infection. The surrounding skin is erythematous and there is a small amount of swelling. The wound is not painful to the touch."
burns_14.png,Burn,Mild,"The wound has a reddened, slightly raised area with no blistering or significant tissue damage. This is consistent with a first-degree burn."
surgical_wounds_314.png,Surgical,Moderate,The wound is a injury with a central depression and surrounding erythema. The wound is approximately 1 cm in diameter. The wound shows signs of inflammation and potential infection risk.
venous_wounds_8.png,Venous,Severe,"The wound is a large, deep, and extensive burn covering the leg. The wound base has redness, blistering, and possible tissue necrosis. The wound edges are not well defined. There is significant peri-wound redness, blistering, and possible tissue necrosis. There is no exudate, odor, or pain reported. There are no visible indicators of infection."
diabetic_wounds_40.png,Diabetic,Moderate,"A small, round, depressed wound is present on the foot. The surrounding skin appears slightly reddened. The wound is currently not bleeding, but there is a risk of infection due to its nature."
diabetic_wounds_460.png,Diabetic,Severe,"The wound has a depth of 1.5 cm and a size of 15 cm x 20 cm. The base of the wound consists of exposed bone with significant tissue loss. The surrounding skin is erythematous and there is a visible area of necrotic tissue. The wound is large and extends into the subcutaneous tissue. There is no mention of odor, pain, or infection indicators."
pressure_wounds_215.png,Pressure,Severe,"The wound measures 3.5 cm by 4 cm and has a depth of 1.5 cm. The wound base is covered with a layer of eschar. The wound edges are indistinct. The surrounding skin is erythematous, indicating inflammation. There is a significant amount of tissue loss, suggesting a severe condition."
burns_16.png,Burn,Severe,"The wound appears to be with a significant tissue loss, exposed bone, and signs of infection. The area is large, with a deep crater-like appearance, and there is a high risk of further tissue damage and infection. "
bruises_68.png,Bruises,Mild,"The image shows multiple dark purple and blue bruises on the skin. The bruises are localized, and there are no signs of significant bleeding, swelling, or infection. The size of the bruises is relatively small."
bruises_34.png,Bruises,Mild,"The image shows a wound on the forearm. The wound is slightly elevated, primarily purple and red in color, and appears to be localized. There is no significant swelling or bleeding, and the surrounding skin appears intact. No signs of infection are present."
bruises_24.png,Bruises,Mild,"The image shows a wound with a dark purple to black coloration. The wound appears localized, with no significant swelling or bleeding. There is no visible infection, and the surrounding skin appears intact."
pressure_wounds_150.png,Pressure,Severe,"A deep, irregularly shaped wound is visible. The surrounding skin is reddened, and there is evidence of tissue death and possible infection. The wound bed is exposed, and there is a significant amount of dead tissue present."
pressure_wounds_227.png,Pressure,Moderate,The wound has a circular shape with a raised border and a central depression. The surrounding skin appears dry and slightly discolored. There is no sign of infection.
diabetic_wounds_53.png,Diabetic,Moderate,The wound is 2 cm in diameter. The wound base appears to be necrotic tissue. The edges are inflamed and reddened. There are signs of tissue breakdown and potential infection.
bruises_41.png,Bruises,Moderate,"The wound is large and circular with a central area of increased redness and some surrounding discoloration. The bruise is about 5 cm in diameter and located on the inner thigh. There is no visible bleeding, but there is some swelling around the bruise."
bruises_20.png,Bruises,Moderate,"The wound appears to be with a circular area of erythema and possible blistering. The affected skin is raised and has a reddish hue, indicating some level of tissue damage."
diabetic_wounds_444.png,Diabetic,Severe,"The wound is deep, with exposed bone and necrotic tissue, and appears to be infected. The tissue loss is severe, with significant peri-wound erythema and edema. The exudate is copious and malodorous. There is no evidence of pain."
venous_wounds_279.png,Venous,Severe,The wound is a deep ulcer with a central necrotic area and surrounding erythema and induration. The wound is approximately 2 cm in diameter and shows signs of tissue loss and potential infection.
